dataset,rel_path,folder,filename,representation,motif_class,source_id,role,semantic_group,path,ext,filesize_bytes,corrupt,format,mode,width,height,pixels,aspect_ratio,channels,metadata_blocks,md5,sha256,ahash,dhash,phash,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,brightness_std,contrast,mean_hue,std_hue,mean_saturation,mean_value,lab_L,lab_a,lab_b,gray_entropy,clip_low_frac,clip_high_frac,hue_entropy,colorfulness,sharpness_lapvar,edge_density,symmetry_h,symmetry_v,spatial_entropy,pattern_density,texture_reliable,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,lbp_entropy,lbp_uniformity,gabor_mean,gabor_std,fft_highfreq_ratio
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00043.jpg,28x28_images,GunungRinggit_00043.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Peacocks.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00043.jpg,.jpg,12122,False,JPEG,RGB,28,28,784,1.0,3,4,7fa4d77aee130911793ebc65e069138c,ba078f3ba391c8ab2d371f8d7ec07e537ff941d046ed80b212c79bcd1c939178,c3808183c3e7f7ff,0f071b27160f8707,a47bc265a587b269,207.08546447753906,206.21939086914062,200.58035278320312,60.64701461791992,59.8763427734375,61.252662658691406,204.62840270996094,60.66322326660156,0.2348167449235916,0.26447394490242004,0.2639499008655548,0.09057067334651947,0.8290166258811951,82.12632751464844,-0.49227380752563477,2.9643754959106445,5.924408408301328,0.0,0.3482142857142857,-3.1147004816615764,21.14180564880371,0.1362580955028534,0.21683673469387754,0.851885199546814,0.7669978141784668,3.542390039348512,0.21683673469387754,False,33.70529590436998,0.4726841984717335,0.3663872926344378,0.6974060515108733,3.1644326274874874,0.12123203873386088,0.019504982978105545,0.00367805827409029,0.2539310157299042
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00001.jpg,28x28_images,GunungRinggit_00001.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00001.jpg,.jpg,19055,False,JPEG,RGB,28,28,784,1.0,3,4,c1cdd31a5a89e366fb4c00fbbd003e60,602ad9e60af91adc80ae36dc05af438f1996ee8cb73b1e144b236947ae241c58,c399230283e7e7ff,1773cdce170e4c0c,a70ddaf43c62e0a6,199.89923095703125,192.7755126953125,185.48214721679688,65.96142578125,71.732177734375,77.209228515625,192.71896362304688,72.02224731445312,0.27782055735588074,0.1661091297864914,0.2465178668498993,0.11727383732795715,0.7848640084266663,77.35717010498047,1.5438798666000366,4.97073221206665,5.876145162296741,0.0,0.399234693877551,-6.679483009192968,18.087444305419922,0.20687897503376007,0.21301020408163265,0.8866642713546753,0.7716285586357117,3.7229981587549847,0.21301020408163265,False,41.45000489907906,0.4813017042749124,0.3917833025758385,0.7310466099634447,3.1639522344554676,0.12190558621407747,0.019407544285058975,0.0020057542715221643,0.325996458530426
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00042.jpg,28x28_images,GunungRinggit_00042.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00042.jpg,.jpg,18585,False,JPEG,RGB,28,28,784,1.0,3,4,e26d5f7978c93083b883fc71bccdb999,2a3bb674a1d7f229b37edb728793aa40185e633289491543a25a7b465f22f3b1,f7c180182103f3ff,16171f296defc607,ee7aa1a4965531e2,193.3456573486328,188.44259643554688,190.60459899902344,62.849082946777344,67.14897155761719,62.25703430175781,190.79762268066406,64.15347290039062,0.2577250003814697,0.4092291295528412,0.35248297452926636,0.10065030306577682,0.7752501964569092,76.01349639892578,2.581192970275879,-0.6549959778785706,6.4795305239465275,0.0,0.28316326530612246,-2.9840436167209075,19.02591323852539,0.17880530655384064,0.2538265306122449,0.8053182363510132,0.7760561108589172,3.842873229185543,0.2538265306122449,False,41.35853909465024,0.40886873535400026,0.27690525788603826,0.6804982126678523,3.215231967472822,0.11531653477717618,0.022272013127803802,0.003918966744095087,0.2988741397857666
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00002.jpg,28x28_images,GunungRinggit_00002.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00002.jpg,.jpg,12146,False,JPEG,RGB,28,28,784,1.0,3,4,fa59878781372bd3a5bc068179f15034,fdd75535cd9c8be582c39b738a59315a14eab4732b6ab7cf8a28d4d77f83e296,cf87998d0383f7ff,1f35335917160703,bc1bc43493c35d8d,214.19259643554688,209.14796447753906,207.76658630371094,57.78147506713867,62.855873107910156,62.90863037109375,210.36904907226562,61.29148483276367,0.24184288084506989,0.3232008218765259,0.3436594009399414,0.0822022408246994,0.8472589254379272,83.51739501953125,1.776038646697998,1.3727326393127441,5.828027733061224,0.0,0.36862244897959184,-3.471741968619964,16.14698028564453,0.1636289656162262,0.21556122448979592,0.8246898055076599,0.7962876558303833,3.5961799747700627,0.21556122448979592,False,36.50914902998236,0.49261469877168906,0.36891771550870706,0.6890418148895956,3.1721667078506703,0.12126783111203665,0.019426580518484116,0.00046819073031656444,0.29640501737594604
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00044.jpg,28x28_images,GunungRinggit_00044.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Peacocks.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00044.jpg,.jpg,18519,False,JPEG,RGB,28,28,784,1.0,3,4,fd2ea85fddc3117c83c4ac121ffd735b,a7e78a94aa62b75a788198b1e65fc3c354f37663454b60e679e696b0c50f55cc,fdc181930121fdff,091f332763436301,af70d243c4ce9993,197.8227081298828,198.93495178222656,195.2767791748047,65.53015899658203,60.57997512817383,57.2444953918457,197.34481811523438,61.232078552246094,0.23894059658050537,0.2597348093986511,0.25780296325683594,0.12460118532180786,0.8122899532318115,79.44217681884766,-0.43054211139678955,1.6149779558181763,6.3377293102907055,0.0,0.28188775510204084,-3.12761486868704,28.582216262817383,0.12928639352321625,0.22193877551020408,0.807205080986023,0.7984235882759094,3.7494809002480016,0.22193877551020408,False,32.711934156378604,0.4058440858637469,0.2814057185853884,0.7161797110307394,3.144426709245979,0.12391321324448147,0.01899164356291294,0.0008868417353369296,0.253406286239624
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00003.jpg,28x28_images,GunungRinggit_00003.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00003.jpg,.jpg,18561,False,JPEG,RGB,28,28,784,1.0,3,4,3a8972cb456814c3fdd49cc322525c62,97688f29db2ca79e4ef876896546714f045e355c2d78ab81fbbceacb23c57d7a,cf8d1c050303f7ff,2e1d317d5756c706,bf3af02583c61dc8,207.2461700439453,201.10714721679688,203.0765380859375,60.54661178588867,66.05477905273438,61.800594329833984,203.80995178222656,62.896976470947266,0.25264492630958557,0.33886516094207764,0.34345126152038574,0.09368275851011276,0.8268908262252808,80.75697326660156,2.9047789573669434,-0.32288435101509094,6.024053776198878,0.0,0.35586734693877553,-3.51756622204269,18.9174747467041,0.18680043518543243,0.24362244897959184,0.7868236303329468,0.7845175266265869,3.6159393660523302,0.24362244897959184,False,42.71538800705468,0.4501317526077434,0.34004217888991356,0.6584424081559161,3.2174838754413075,0.11462997188671387,0.022392721846699715,0.0023730893153697252,0.2990925908088684
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00045.jpg,28x28_images,GunungRinggit_00045.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Peacocks.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00045.jpg,.jpg,18559,False,JPEG,RGB,28,28,784,1.0,3,4,67dd05d47973fe8dcc32d365bd917f1f,cc746fa24f5ce3fa7ec3ab84781c0580c898baacf109a13e8a5d95ef334bb878,fde5819f230341f9,810d13736f57db43,abdec0259e196c63,189.85203552246094,192.1875,190.4119873046875,65.96329498291016,61.57455062866211,56.78427505493164,190.8171844482422,61.5629997253418,0.24169179797172546,0.3249298334121704,0.26998579502105713,0.13945822417736053,0.7918667197227478,76.94003295898438,-0.3541031777858734,0.44701462984085083,6.677573368698634,0.0,0.22193877551020408,-2.1236646077687897,30.877944946289062,0.11469722539186478,0.22831632653061223,0.7712676525115967,0.7934062480926514,3.8767315377670104,0.22831632653061223,False,34.132079169116196,0.35146612017397116,0.20484516188246843,0.7083621614736203,3.153483176344333,0.12363663577675967,0.019364293664693832,0.0006209514103829861,0.2468099296092987
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00004.jpg,28x28_images,GunungRinggit_00004.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00004.jpg,.jpg,18630,False,JPEG,RGB,28,28,784,1.0,3,4,6aa86e2830a721a26ab8d5bfd82225f9,5d137c8ad3e290edf4cac9e2ae964f64708ba46f1801f3014b5d28a64513c34f,c783881c2323f7ff,165b31294d4f4605,af78f02792dc7860,216.09439086914062,209.88392639160156,213.03826904296875,52.921424865722656,58.00717544555664,52.299407958984375,213.00552368164062,54.52835464477539,0.22067777812480927,0.40145331621170044,0.3518299460411072,0.09164973348379135,0.8648960590362549,84.19081115722656,3.122591018676758,-0.9426536560058594,5.978363668321446,0.0,0.32653061224489793,-3.5095603695721067,21.58612060546875,0.24527588486671448,0.25892857142857145,0.8291680812835693,0.7875174283981323,3.826436620940496,0.25892857142857145,False,49.06178963354891,0.4300170492747074,0.31716876449712184,0.4935352279712285,3.17099223511972,0.1218990785089546,0.025327526032924652,0.0024517166893929243,0.33630257844924927
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00050.jpg,28x28_images,GunungRinggit_00050.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Peacocks.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00050.jpg,.jpg,18426,False,JPEG,RGB,28,28,784,1.0,3,4,8ee36db6957f433c582247fdc97e68e0,d557c87cf9d77c6da546f50ea6d1fc3e315d8958f65c849a218eedb6b4d03eb6,e78181030323f3ff,8f2f636f56564603,af3ad0e1818e9bc9,200.2908172607422,202.25509643554688,197.7244873046875,65.46311950683594,61.15342330932617,59.17156219482422,200.0901336669922,62.01279067993164,0.24148859083652496,0.28248605132102966,0.26198330521583557,0.1101275235414505,0.8176571726799011,80.49153900146484,-1.156753659248352,1.9457708597183228,6.201644048426684,0.0,0.3125,-2.539685833489785,24.738250732421875,0.09548686444759369,0.23341836734693877,0.8140110969543457,0.7986376285552979,3.771506583664878,0.23341836734693877,False,31.360364001567728,0.43878352204177734,0.315135326583401,0.7363466722601992,3.128742797241272,0.1253872084548105,0.018467377871274948,0.0012120207538828254,0.2010350227355957
Batik_Lasem,motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00005.jpg,28x28_images,GunungRinggit_00005.jpg,28x28_images,Gunung Ringgit,Gunung Ringgit Bouquet.jpg,crop,Gunung Ringgit,/projects/sandbox/drive_data/Datasets/Batik_Lasem/motifs (isen-isen)/Gunung Ringgit/28x28_images/GunungRinggit_00005.jpg,.jpg,18684,False,JPEG,RGB,28,28,784,1.0,3,4,e183883f6e848aa35d68f07707b7388b,fd638b4df8980d32e4f096fc620edbe2a8cfe27a48982f2121a31bae70149f33,fc808c111191ffef,09695da12b273518,ee5ff16ca080a197,208.78189086914062,201.56504821777344,209.04464721679688,54.200584411621094,59.47693634033203,51.620025634765625,206.4638671875,55.304813385009766,0.22560931742191315,0.46742475032806396,0.3403792679309845,0.10568135231733322,0.8461735248565674,81.38467407226562,4.369084358215332,-3.02089262008667,6.333276478307667,0.0,0.27040816326530615,-3.2308514890079283,23.7319278717041,0.19086839258670807,0.2780612244897959,0.7893162965774536,0.7918275594711304,3.85226303860249,0.2780612244897959,False,45.365801979227925,0.3778268466216805,0.26482034921620645,0.5450335095194596,3.212102468773381,0.11490980320699709,0.02519148215651512,0.003969503566622734,0.3152727484703064
